,date,CPI,Mortgage_rate,Unemp_rate,NASDAQ,disposable_income,Personal_consumption_expenditure,personal_savings,Date,State,Dead,Injured,Total,Description
391,2013-06,232.445,4.07,7.5,3416.7415,12361.7,11318.5,6.5,2020-06,Alabama,0,4,4,"Shortly after midnight, officers responded to a home after a complaint of gunshots. They discovered four men wounded."
391,2013-06,232.445,4.07,7.5,3416.7415,12361.7,11318.5,6.5,2021-06,Missouri,3,4,7,Three people were killed and four injured in a shooting outside a convenience store.
392,2013-07,232.9,4.37,7.3,3559.710909090909,12350.6,11346.8,6.3,2019-02,Alabama,2,2,4,Two people were killed and two were injured in a shooting at a party in a home.
392,2013-07,232.9,4.37,7.3,3559.710909090909,12350.6,11346.8,6.3,2020-06,Illinois,1,3,4,An argument in Humboldt Park escalated shortly after midnight. A man was killed and three wounded.
392,2013-07,232.9,4.37,7.3,3559.710909090909,12350.6,11346.8,6.3,2021-06,Virginia,1,3,4,A man was killed and three wounded while leaving Shockoe Bottom after someone opened fire on a group of people.
393,2013-08,233.456,4.456,7.2,3639.928636363636,12379.6,11376.9,6.4,2019-02,Kentucky,2,2,4,Two people were killed and two others were found wounded in two separate shootings believed to be perpetrated by the same man.
393,2013-08,233.456,4.456,7.2,3639.928636363636,12379.6,11376.9,6.4,2020-06,Minnesota,1,11,12,"A group of people fired into a crowd, killing one and injuring 11 others."
393,2013-08,233.456,4.456,7.2,3639.928636363636,12379.6,11376.9,6.4,2021-06,Ohio,1,3,4,A woman was killed and three others injured shortly after midnight.
394,2013-09,233.544,4.49,7.2,3731.262,12431.5,11413.9,6.5,2019-02,Maryland,1,4,5,"Officers on patrol responded to gunshots, and upon investigation discovered a deceased male and four wounded victims."
394,2013-09,233.544,4.49,7.2,3731.262,12431.5,11413.9,6.5,2020-06,New York,0,9,9,Officers arrived at a large party in a public parking lot after reports of a stolen car was made. An individual opened fire as they arrived and injured nine people including a 17-year-old.
394,2013-09,233.544,4.49,7.2,3731.262,12431.5,11413.9,6.5,2021-06,Colorado,1,4,5,A man was killed and four others wounded during an early morning Juneteenth celebration at a local strip mall.
395,2013-10,233.669,4.192,7.2,3848.202173913043,12395.1,11465.2,6.0,2019-02,Texas,2,2,4,A gunman perched on the roof of a home killed two and wounded two after an argument led to the incident.
395,2013-10,233.669,4.192,7.2,3848.202173913043,12395.1,11465.2,6.0,2020-06,New York,0,4,4,Three women and a man were injured after a fight broke out between two groups gathered at Claremont park.
395,2013-10,233.669,4.192,7.2,3848.202173913043,12395.1,11465.2,6.0,2021-06,Florida,1,10,11,A woman was killed and ten others injured at an annual community Fathers Day celebration. The shooter was shortly arrested.
396,2013-11,234.1,4.255,6.9,3957.5325,12426.2,11531.3,5.8,2019-02,Tennessee,0,4,4,Three adults and a teenager were injured inside a home in a presumed targeted shooting.
396,2013-11,234.1,4.255,6.9,3957.5325,12426.2,11531.3,5.8,2020-06,Michigan,0,4,4,Four people were wounded in a drive-by shooting in the evening.
396,2013-11,234.1,4.255,6.9,3957.5325,12426.2,11531.3,5.8,2021-06,California,3,5,8,"Celebrators of a Marimba; a Guatemalan music and dance party, were shot by multiple shooters who fled in vehicles"
397,2013-12,234.719,4.4575,6.7,4075.8847619047615,12452.7,11558.6,6.0,2019-02,Michigan,4,0,4,"A 28-year-old woman killed her three children, ages 8, 6 and 2, before killing herself."
397,2013-12,234.719,4.4575,6.7,4075.8847619047615,12452.7,11558.6,6.0,2020-06,Michigan,1,3,4,A woman sitting in her car was killed and three others injured in a separate car early in the morning. A shoot-out had occurred in a large gathering nearby.
397,2013-12,234.719,4.4575,6.7,4075.8847619047615,12452.7,11558.6,6.0,2021-06,Texas,0,8,8,"Eight people were wounded in a shootout between two groups after an argument escalated. Each group had rented a party space, and two of the injured were children."
398,2014-01,235.288,4.432,6.6,4154.360952380952,12513.3,11543.7,6.7,2019-02,Indiana,0,5,5,Five people were wounded after shots were fired outside of a bar. Two suspects were taken into custody by police.
398,2014-01,235.288,4.432,6.6,4154.360952380952,12513.3,11543.7,6.7,2020-06,North Carolina,2,2,4,Early in the morning two people were killed and two wounded in a shooting.
398,2014-01,235.288,4.432,6.6,4154.360952380952,12513.3,11543.7,6.7,2021-06,Indiana,1,4,5,A man was killed and four others were wounded in an early morning shooting at a local brewing companies parking lot.
399,2014-02,235.547,4.3025,6.7,4199.451052631578,12579.5,11615.4,6.6,2019-02,Texas,2,2,4,"Two people were wounded and two were killed in a shooting at an apartment complex. The suspect was later arrested in Bienville Parish, Louisiana."
399,2014-02,235.547,4.3025,6.7,4199.451052631578,12579.5,11615.4,6.6,2020-06,New Jersey,1,4,5,One person was killed and four injured shortly after midnight.
399,2014-02,235.547,4.3025,6.7,4199.451052631578,12579.5,11615.4,6.6,2021-06,New Jersey,1,3,4,One man was killed and three others injured while standing on a porch after a bicyclist opened fire.
400,2014-03,236.028,4.3425,6.7,4276.359047619048,12648.6,11695.2,6.7,2019-02,Louisiana,1,5,6,"After police attempted to arrest a suspect, a gunfight broke out, and led to one person being killed and five being wounded."
400,2014-03,236.028,4.3425,6.7,4276.359047619048,12648.6,11695.2,6.7,2020-06,Kansas,0,5,5,Five people were shot at a motel after a party in one of the rooms had an argument that escalated. Police believe the shooting was intended to be targeted.
400,2014-03,236.028,4.3425,6.7,4276.359047619048,12648.6,11695.2,6.7,2021-06,California,1,6,7,A man was killed and five others injured at Lake Merritt near the city's Juneteenth celebration.
401,2014-04,236.468,4.3375,6.2,4119.306190476191,12699.0,11737.4,6.9,2019-02,Mississippi,4,0,5,"Police responded to a domestic dispute at a residence; upon arrival, the suspect fired shots at officers leading to a 12-hour hostage standoff. Four people were killed, and the suspect was taken into custody and later died."
401,2014-04,236.468,4.3375,6.2,4119.306190476191,12699.0,11737.4,6.9,2020-06,New York,0,4,4,Four people were wounded at an overnight park party in the Bronx after an argument escalated.
401,2014-04,236.468,4.3375,6.2,4119.306190476191,12699.0,11737.4,6.9,2021-06,Alaska,1,4,5,Four people wounded and one killed in a shooting.
402,2014-05,236.918,4.192,6.3,4135.374285714285,12745.0,11778.6,7.1,2019-02,Illinois,6,6,12,"Aurora, Illinois shooting: A man opened fire in his workplace, killing five employees, and injuring five police officers and a civilian before being killed by police."
402,2014-05,236.918,4.192,6.3,4135.374285714285,12745.0,11778.6,7.1,2020-06,Wisconsin,0,4,4,Officers responding to a shots fired call in the early morning found four people wounded at an adult entertainment venue.
402,2014-05,236.918,4.192,6.3,4135.374285714285,12745.0,11778.6,7.1,2021-06,Louisiana,2,4,6,Two people were killed and four injured in a parking lot after an argument escalated between unknown people and partygoers leaving a concert.
403,2014-06,237.231,4.1625,6.1,4332.738571428571,12797.2,11838.0,7.1,2019-02,Florida,2,2,4,"After a fight broke out near a basketball court at a park, multiple people started shooting at each other. Two people were killed, and two were wounded."
403,2014-06,237.231,4.1625,6.1,4332.738571428571,12797.2,11838.0,7.1,2020-06,New York,0,7,7,"Early in the morning a man was discovered by officers with a gunshot wound. Shortly after transporting the man to the hospital, six other victims were identified at local hospitals to be a part of the same shooting."
403,2014-06,237.231,4.1625,6.1,4332.738571428571,12797.2,11838.0,7.1,2021-06,New Jersey,0,4,4,Responding officers found two wounded men in an early morning shooting. Shortly after two more were identified at a local hospital.
404,2014-07,237.498,4.13,6.2,4434.125909090909,12835.1,11879.2,7.2,2019-11,Texas,5,0,5,"A family member heard sounds of gunfire, and upon investigation, found four adults and one toddler deceased."
404,2014-07,237.498,4.13,6.2,4434.125909090909,12835.1,11879.2,7.2,2020-06,Illinois,0,4,4,"Three adults and a nine-year-old child were wounded while standing in an apartment complex parking lot in the Gresham neighborhood. A man walked up and opened fire on the group, resulting in a shoot out."
404,2014-07,237.498,4.13,6.2,4434.125909090909,12835.1,11879.2,7.2,2021-06,Minnesota,0,5,5,Shortly before midnight five people were wounded in Dinkytown.
405,2014-08,237.46,4.115,6.1,4464.831428571429,12896.3,11958.8,7.0,2019-09,Virginia,0,4,4,Four people were injured in a shooting outside of an apartment complex.
405,2014-08,237.46,4.115,6.1,4464.831428571429,12896.3,11958.8,7.0,2020-06,Iowa,2,2,4,"In an apparent shoot out at a birthday party, one man was killed and two women injured. A second man died in his vehicle while attempting to drive away from the scene with a gunshot wound."
405,2014-08,237.46,4.115,6.1,4464.831428571429,12896.3,11958.8,7.0,2021-06,North Carolina,2,2,4,A shooting killed two and wounded another two.
406,2014-09,237.477,4.1625,5.9,4551.5861904761905,12938.8,11964.9,7.2,2019-06,New York,1,3,4,A man was killed and three others were injured after a shooting in the lobby of an apartment building around 10:30 pm ET.
406,2014-09,237.477,4.1625,5.9,4551.5861904761905,12938.8,11964.9,7.2,2020-06,Illinois,0,4,4,An early morning shooting during a block party injured four people. The suspected shooter was arrested after a local traffic stop.
406,2014-09,237.477,4.1625,5.9,4551.5861904761905,12938.8,11964.9,7.2,2021-06,Virginia,0,4,4,Four men were wounded in a shooting.
407,2014-10,237.43,4.036,5.7,4403.230434782608,12995.3,12035.5,7.1,2019-06,Ohio,1,3,4,One man was killed and three others were injured after a shooting broke out in Cleveland's Clark–Fulton neighborhood.
407,2014-10,237.43,4.036,5.7,4403.230434782608,12995.3,12035.5,7.1,2020-06,Illinois,0,4,4,A 15-year-old and three adults were gathered outside an apartment when they were injured in a drive-by shooting in the Montclare neighborhood.
407,2014-10,237.43,4.036,5.7,4403.230434782608,12995.3,12035.5,7.1,2021-06,New Jersey,0,4,4,Four people were wounded in a shooting.
408,2014-11,236.983,3.9975,5.8,4687.702105263158,13062.8,12058.4,7.3,2019-05,Texas,2,2,4,"A man and woman were killed and two others injured after the shooter kicked open an apartment door and shot inside, before fleeing."
408,2014-11,236.983,3.9975,5.8,4687.702105263158,13062.8,12058.4,7.3,2020-06,Minnesota,1,6,7,Early in the morning six people were wounded and one was killed in an incident. Officers were alerted via a ShotSpotter activation.
408,2014-11,236.983,3.9975,5.8,4687.702105263158,13062.8,12058.4,7.3,2021-06,Arizona,1,12,13,"One person was killed and twelve others injured in eight drive-by shootings in the West Valley area. A male suspect was taken into custody. Of the injuries, three were wounded by gunfire, while nine others sustained indirect injuries, such as shrapnel from broken glass due to a car crash."
409,2014-12,236.252,3.864,5.6,4732.701363636364,13150.5,12067.6,7.7,2019-04,"Washington, D.C.",0,5,5,Four men and an elementary-school-age girl were injured in a shooting at a bus stop.
409,2014-12,236.252,3.864,5.6,4732.701363636364,13150.5,12067.6,7.7,2020-06,Kentucky,1,4,5,About 100 people were gathered at a skate park in the early morning when someone opened fire. One person was killed and four injured.
409,2014-12,236.252,3.864,5.6,4732.701363636364,13150.5,12067.6,7.7,2021-06,Maryland,1,5,6,"Six people were shot, one fatally, in West Baltimore."
410,2015-01,234.747,3.67,5.7,4673.7015,13224.7,12036.5,8.0,2019-04,Louisiana,0,4,4,Four people were wounded in an early morning shooting.
410,2015-01,234.747,3.67,5.7,4673.7015,13224.7,12036.5,8.0,2020-06,Louisiana,0,4,4,Four people were wounded in an early morning shooting at a local night club. A suspected shooter was arrested.
410,2015-01,234.747,3.67,5.7,4673.7015,13224.7,12036.5,8.0,2021-06,Illinois,0,5,5,Five people were wounded at West Garfield Park.
411,2015-02,235.342,3.71,5.5,4854.255789473684,13271.8,12083.1,8.1,2019-03,Illinois,2,5,7,"Around 2 am local time, two people were killed and five people were wounded in a drive-by shooting after a fight outside of a club."
411,2015-02,235.342,3.71,5.5,4854.255789473684,13271.8,12083.1,8.1,2020-06,Louisiana,0,5,5,Officers responded to an early morning shooting and found five people wounded. All but one were transported to local hospitals.
411,2015-02,235.342,3.71,5.5,4854.255789473684,13271.8,12083.1,8.1,2021-06,Illinois,5,3,8,Four women were killed and three others injured after gunfire erupted in a South Side residence. Another woman died in a hospital.
412,2015-03,235.976,3.77,5.4,4938.010909090909,13233.7,12132.2,7.7,2019-01,California,0,4,4,A fight broke out at a house party and shots were fired; four people were wounded.
412,2015-03,235.976,3.77,5.4,4938.010909090909,13233.7,12132.2,7.7,2020-06,Louisiana,1,3,4,One man was killed and three others injured during the evening.
412,2015-03,235.976,3.77,5.4,4938.010909090909,13233.7,12132.2,7.7,2021-06,Alabama,2,2,4,A shooting at a Mueller Water Products factory killed two and injured two others.
413,2015-04,236.222,3.672,5.4,4985.951428571429,13262.8,12170.3,7.6,2019-01,Texas,2,4,6,Pecan Park Raid: Four police officers were shot while serving a warrant in southeast Houston. The two homeowners were killed.
413,2015-04,236.222,3.672,5.4,4985.951428571429,13262.8,12170.3,7.6,2020-06,California,0,5,5,"Over 100 people attended a house party when someone opened fire, injuring five people."
413,2015-04,236.222,3.672,5.4,4985.951428571429,13262.8,12170.3,7.6,2021-06,Florida,1,3,4,A drive-by shooting on Interstate 95 killed one and injured three.
414,2015-05,237.001,3.84,5.6,5029.4315,13284.7,12233.6,7.5,2019-01,Alabama,0,5,5,"Police responded to a call and discovered five people with gunshot wounds, along with two of the victims sustaining life-threatening injuries."
414,2015-05,237.001,3.84,5.6,5029.4315,13284.7,12233.6,7.5,2020-06,Arkansas,0,4,4,"Shortly before midnight, four individuals were wounded in a shooting."
414,2015-05,237.001,3.84,5.6,5029.4315,13284.7,12233.6,7.5,2021-06,Michigan,2,2,4,Two people were killed and two others injured at a city park.
415,2015-06,237.657,3.9825,5.3,5073.041818181818,13292.7,12270.3,7.4,2019-01,New Jersey,1,3,4,"A gunman opened fire on individuals attending a candlelight vigil, killing one, and wounding three others."
415,2015-06,237.657,3.9825,5.3,5073.041818181818,13292.7,12270.3,7.4,2020-06,Missouri,1,5,6,Five individuals were wounded and one killed during an early morning shooting in the JeffVanderLou neighborhood.
415,2015-06,237.657,3.9825,5.3,5073.041818181818,13292.7,12270.3,7.4,2021-06,Ohio,1,5,6,An altercation resulted in a shooting that killed one and injured five others at a racetrack.
416,2015-07,238.034,4.046,5.2,5082.81,13324.1,12327.5,7.3,2019-01,Indiana,0,5,5,"A man was asked to leave a bar; shortly after, he came back and shot five people, critically wounding two."
416,2015-07,238.034,4.046,5.2,5082.81,13324.1,12327.5,7.3,2020-06,New York,1,7,8,One person was killed and seven others wounded after a shooting at a house party. Local police believe the incident is gang related.
416,2015-07,238.034,4.046,5.2,5082.81,13324.1,12327.5,7.3,2021-06,Kentucky,1,3,4,One man was killed and three other people were injured after a shooting in a Newburg neighborhood.
417,2015-08,238.033,3.905,5.1,4934.622857142856,13354.9,12359.3,7.3,2019-01,Georgia,0,4,4,"Two people were found with bullet wounds in front of a residence, and two more arrived at a hospital with gunshot injuries from the same shooting."
417,2015-08,238.033,3.905,5.1,4934.622857142856,13354.9,12359.3,7.3,2020-06,Georgia,2,5,7,"An individual shot at a large group of people from a vehicle, killing two people and wounding five."
417,2015-08,238.033,3.905,5.1,4934.622857142856,13354.9,12359.3,7.3,2021-12,Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.
418,2015-09,237.498,3.89,5.0,4748.004761904762,13392.0,12356.4,7.4,2019-01,Louisiana,5,0,5,"January 2019 Louisiana shootings: A 21-year-old man killed five people, including his parents, in two parishes in Louisiana. The suspect fled to Virginia and was arrested the next day."
418,2015-09,237.498,3.89,5.0,4748.004761904762,13392.0,12356.4,7.4,2020-06,Maryland,0,5,5,Five people were wounded in the Fells Point neighborhood during a large gathering at Broadway Square with many of the crowd drinking alcoholic drinks.
418,2015-09,237.498,3.89,5.0,4748.004761904762,13392.0,12356.4,7.4,2021-12,Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.
419,2015-10,237.733,3.796,5.0,4879.036818181818,13419.8,12362.3,7.5,2019-01,Pennsylvania,4,1,5,"A man killed two people and injured one inside a local bar, then drove away and broke into a home and killed the homeowner before killing himself."
419,2015-10,237.733,3.796,5.0,4879.036818181818,13419.8,12362.3,7.5,2020-06,"Washington, D.C.",2,5,7,Shortly before midnight responding officers discovered seven shooting victims. A man and woman later died at local hospitals with five other men wounded.
419,2015-10,237.733,3.796,5.0,4879.036818181818,13419.8,12362.3,7.5,2021-12,Ohio,3,4,7,Three men were killed while three women and another man were injured in the Kinsman neighborhood.
420,2015-11,238.017,3.9425,5.1,5082.5075,13417.7,12397.5,7.3,2019-01,Georgia,4,1,5,A man killed four individuals and injured another in two separate shootings.
420,2015-11,238.017,3.9425,5.1,5082.5075,13417.7,12397.5,7.3,2020-12,Pennsylvania,0,6,6,"Early in the morning five men and one woman were wounded after multiple men opened fire on a group in the Tioga neighborhood, causing the group to scatter and run away."
420,2015-11,238.017,3.9425,5.1,5082.5075,13417.7,12397.5,7.3,2021-12,Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another."
421,2015-12,237.761,3.964,5.0,5040.54,13482.0,12432.8,7.4,2019-01,Florida,5,0,5,2019 Sebring shooting: At least five people were killed in a hostage incident and shooting at a bank. The suspect was taken into custody by police.
421,2015-12,237.761,3.964,5.0,5040.54,13482.0,12432.8,7.4,2020-12,New York,1,3,4,A 19-year-old woman was killed and a man and a two teenagers wounded at a local park in the Bronx late at night.
421,2015-12,237.761,3.964,5.0,5040.54,13482.0,12432.8,7.4,2021-11,Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl."
422,2016-01,237.652,3.8725,4.8,4610.714210526316,13531.6,12452.1,7.7,2019-01,Florida,0,4,4,Three adults and a child were wounded in a shooting while attending a block party.
422,2016-01,237.652,3.8725,4.8,4610.714210526316,13531.6,12452.1,7.7,2020-12,Texas,0,8,8,"A man denied entry into a bar for being too drunk, stated ""Don't you know who I am?"" to the bouncer before leaving. He returned later with a rifle and opened fire injuring five women and three men."
422,2016-01,237.652,3.8725,4.8,4610.714210526316,13531.6,12452.1,7.7,2021-11,North Carolina,1,3,4,A shooting left one man dead and four others injured.
423,2016-02,237.336,3.66,4.9,4463.206,13546.1,12526.3,7.2,2019-01,South Carolina,1,4,5,One person was killed and four others were wounded in a shooting at a nightclub.
423,2016-02,237.336,3.66,4.9,4463.206,13546.1,12526.3,7.2,2020-11,Virginia,0,4,4,Shortly after midnight responding officers discovered two men wounded by gunfire. Another man and a woman were taken to the hospital in private vehicles.
423,2016-02,237.336,3.66,4.9,4463.206,13546.1,12526.3,7.2,2021-11,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.
424,2016-03,238.08,3.694,5.0,4754.479545454546,13547.2,12506.8,7.6,2019-01,Florida,3,2,5,A man killed two people and injured two more before killing himself.
424,2016-03,238.08,3.694,5.0,4754.479545454546,13547.2,12506.8,7.6,2020-11,Louisiana,6,0,6,"A mother killed her neighbor, and four children aged 12, 8, and 5-years-old and a 5-month-old infant, before committing suicide in a murder-suicide."
424,2016-03,238.08,3.694,5.0,4754.479545454546,13547.2,12506.8,7.6,2021-11,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.
425,2016-04,238.992,3.605,5.1,4892.168095238095,13522.0,12586.0,7.2,2019-01,Pennsylvania,0,4,4,"In an apparent targeted shooting, four individuals were discovered shot in a building."
425,2016-04,238.992,3.605,5.1,4892.168095238095,13522.0,12586.0,7.2,2020-11,"Washington, D.C.",0,7,7,Seven people including two juveniles were wounded in the Trinidad neighborhood of DC. Officers discovered the victims after hearing gunshots in the early morning.
425,2016-04,238.992,3.605,5.1,4892.168095238095,13522.0,12586.0,7.2,2021-10,Michigan,1,3,4,"A drive by shooting on the west side left one dead and three injured, including a six-year-old boy."
426,2016-05,239.557,3.6,4.8,4788.235238095238,13515.1,12624.4,6.9,2019-01,Illinois,0,4,4,"Early in the morning, three women and a man were involved in a fight and were injured in the ensuing shooting."
426,2016-05,239.557,3.6,4.8,4788.235238095238,13515.1,12624.4,6.9,2020-11,Texas,2,4,6,"Two men were killed, and three men and a 13-year-old were wounded in a drive-by shooting while standing in an apartment complex parking lot."
426,2016-05,239.557,3.6,4.8,4788.235238095238,13515.1,12624.4,6.9,2021-10,New York,0,4,4,Four people were wounded in a drive by shooting that was potential gang activity.
427,2016-06,240.222,3.568,4.9,4856.232272727273,13521.5,12701.7,6.6,2019-01,Texas,3,2,5,Three people were killed and two more were injured by a homeowner in a possible attempted home invasion.
427,2016-06,240.222,3.568,4.9,4856.232272727273,13521.5,12701.7,6.6,2020-10,California,1,3,4,"Shortly before midnight, officers discovered three adults men and one juvenile boy wounded by gunfire. One adult man died later at the hospital."
427,2016-06,240.222,3.568,4.9,4856.232272727273,13521.5,12701.7,6.6,2021-08,Tennessee,1,4,5,Four people were wounded and one killed in an afternoon shooting. The suspect is known to the victims.
428,2016-07,240.101,3.44,4.8,5023.989,13567.1,12720.6,6.8,2019-01,Kentucky,3,1,4,Three people were killed and another person was wounded in a shooting at a home. Two men were arrested in relation to the shooting.
428,2016-07,240.101,3.44,4.8,5023.989,13567.1,12720.6,6.8,2020-10,California,2,5,7,"A man shot and killed an individual and wounded an officer, responding officers killed the suspect and three officers were wounded after a short manhunt."
428,2016-07,240.101,3.44,4.8,5023.989,13567.1,12720.6,6.8,2021-08,Tennessee,1,3,4,Three teenagers were wounded and an adult woman was killed after their cars were boxed in by other vehicles and fired upon. A fourth teenager was injured in a car accident as one of the cars attempted to flee the gunfire.
429,2016-08,240.545,3.435,4.9,5217.0382608695645,13578.9,12749.8,6.8,2019-01,Florida,1,5,6,"A man was killed and five other people were injured in a shooting. The Mayor of Jacksonville described the shooting as gang-related, although this characterization has been disputed by the sister of the deceased man."
429,2016-08,240.545,3.435,4.9,5217.0382608695645,13578.9,12749.8,6.8,2020-10,Ohio,1,3,4,Early in the morning ShotSpotter alerts caused officers to respond to a graduation party. One 18-year-old was killed and with three others wounded.
429,2016-08,240.545,3.435,4.9,5217.0382608695645,13578.9,12749.8,6.8,2021-08,Texas,0,5,5,"Four people were shot, and a fifth wounded by bullet fragments in the early morning at a bar. The shooting was believed to be in retaliation of three men being denied entry into the bar."
430,2016-09,241.176,3.46,5.0,5254.154285714286,13608.3,12806.8,6.8,2019-01,California,3,1,4,Three people were killed and another one was wounded in a shooting.
430,2016-09,241.176,3.46,5.0,5254.154285714286,13608.3,12806.8,6.8,2020-09,North Carolina,0,5,5,Four adults and a six-year-old child were wounded in a drive-by shooting at a home and vehicle.
430,2016-09,241.176,3.46,5.0,5254.154285714286,13608.3,12806.8,6.8,2021-07,Ohio,0,6,6,Six people were wounded in an early morning shooting while standing on a porch.
431,2016-10,241.741,3.47,4.9,5255.989047619048,13627.7,12828.1,6.9,2019-01,Arkansas,1,4,5,"An argument over a gun inside a local ice cream shop led to a shooting. One man was killed and four others, including the suspected shooter, were injured."
431,2016-10,241.741,3.47,4.9,5255.989047619048,13627.7,12828.1,6.9,2020-09,California,2,3,5,Two women were killed and two adults and a 10-year-old child were injured at a child's birthday party late at night.
431,2016-10,241.741,3.47,4.9,5255.989047619048,13627.7,12828.1,6.9,2021-07,Florida,3,3,6,"A man killed his girlfriend, and another man, and injured three teenagers in a Florida home. The man committed suicide upon police arrival."
432,2016-11,242.026,3.77,4.7,5260.565238095239,13657.8,12853.6,7.0,2019-01,Arizona,1,5,6,"An argument at a motel escalated into a shooting. One person was killed, and five others were injured."
432,2016-11,242.026,3.77,4.7,5260.565238095239,13657.8,12853.6,7.0,2020-09,Pennsylvania,1,6,7,"Just before midnight, a shootout occurred in an apartment complex in the Northern Liberties neighborhood. Six people were wounded and a man was found dead behind some cars near the complex."
432,2016-11,242.026,3.77,4.7,5260.565238095239,13657.8,12853.6,7.0,2021-06,Florida,3,6,9,Three people were killed and six more injured at a graduation party inside of a restaurant/hookah lounge.
433,2016-12,242.637,4.198,4.7,5413.116666666667,13685.3,12962.9,6.5,2019-06,New Mexico,0,4,4,A man injured four people in a shooting following an argument at a party. He was arrested the same day.
433,2016-12,242.637,4.198,4.7,5413.116666666667,13685.3,12962.9,6.5,2020-08,Tennessee,0,4,4,A home was shot at first then after police investigated the shooters return and opened fire. Four people were injured in the second shooting including an 18-month-old infant.
433,2016-12,242.637,4.198,4.7,5413.116666666667,13685.3,12962.9,6.5,2021-06,Missouri,0,4,4,"Three shooters opened fire on a group of teenagers near Kiener Plaza, injuring four."
434,2017-01,243.618,4.15,4.7,5561.4235,13742.1,13015.1,6.9,2019-04,Virginia,3,2,5,A man killed his wife and son in their home and injured two people who were inside a vehicle before killing himself.
434,2017-01,243.618,4.15,4.7,5561.4235,13742.1,13015.1,6.9,2020-08,New York,0,4,4,"A woman, two men and a 17-year-old were wounded after an argument escalated in Brooklyn. The shooter fled the scene."
434,2017-01,243.618,4.15,4.7,5561.4235,13742.1,13015.1,6.9,2021-06,North Carolina,0,4,4,Four people were injured by gunfire at a party in a trailer park.
435,2017-02,244.006,4.1675,4.6,5764.702105263158,13792.3,13034.7,7.2,2019-04,Texas,1,3,4,A man injured his brother and two friends before being killed by a police officer.
435,2017-02,244.006,4.1675,4.6,5764.702105263158,13792.3,13034.7,7.2,2020-07,Tennessee,0,5,5,Five people were wounded inside the local American Legion club in the early morning. All individuals are refusing to speak with police.
435,2017-02,244.006,4.1675,4.6,5764.702105263158,13792.3,13034.7,7.2,2021-06,Oregon,4,0,4,Four people were shot dead at a home in southeast Portland.
436,2017-03,243.892,4.196,4.4,5864.963913043478,13851.3,13089.6,7.2,2019-04,California,3,4,7,"An argument at the Torrance bowling alley escalated into a fight and three people were killed by gunshots, at least four others were wounded.  A suspect who was out of prison on parole has been arrested."
436,2017-03,243.892,4.196,4.4,5864.963913043478,13851.3,13089.6,7.2,2020-07,Illinois,1,3,4,Officers responding to a shots fired call discovered four wounded victims. One victim later died at the hospital and the other three are uncooperative with investigators.
436,2017-03,243.892,4.196,4.4,5864.963913043478,13851.3,13089.6,7.2,2021-06,California,0,5,5,Five men were wounded in the Fremont neighborhood in a drive-by shooting.
437,2017-04,244.193,4.045,4.4,5912.16947368421,13869.6,13127.7,7.2,2019-03,Texas,3,1,4,Three children under the age of six were found deceased along with a wounded woman in an apparent home invasion.
437,2017-04,244.193,4.045,4.4,5912.16947368421,13869.6,13127.7,7.2,2020-07,Illinois,0,6,6,Six men were wounded in a late night drive by shooting while standing on the sidewalk.
437,2017-04,244.193,4.045,4.4,5912.16947368421,13869.6,13127.7,7.2,2021-06,Utah,1,4,5,One person was killed and four more injured in a drive-by shooting.
438,2017-05,244.004,4.01,4.4,6124.8781818181815,13962.6,13128.7,7.8,2019-02,Arkansas,1,3,4,A 16-year-old boy was killed and three others were wounded during a home invasion.
438,2017-05,244.004,4.01,4.4,6124.8781818181815,13962.6,13128.7,7.8,2020-07,Missouri,2,7,9,Two women were killed and seven other individuals wounded at a house party after a drive-by shooting early in the morning.
438,2017-05,244.004,4.01,4.4,6124.8781818181815,13962.6,13128.7,7.8,2021-06,Illinois,0,8,8,"Two shooters opened fire on a group in Chatham, injuring eight."
439,2017-06,244.163,3.904,4.3,6224.285909090909,13963.5,13176.8,7.5,2019-01,South Carolina,0,5,5,Five people were shot and wounded outside of a nightclub around 6am local time.
439,2017-06,244.163,3.904,4.3,6224.285909090909,13963.5,13176.8,7.5,2020-07,Arkansas,0,6,6,Six people between 15 and 21-years-old were wounded in the early morning during an social gathering. A seventh individual broke her leg running from the gunfire.
439,2017-06,244.163,3.904,4.3,6224.285909090909,13963.5,13176.8,7.5,2021-05,Indiana,2,2,4,Two people were killed and two more injured while exiting a Boston Market earlier in the morning in northeastern Indianapolis.
440,2017-07,244.243,3.9675,4.3,6294.674,13999.9,13198.3,7.6,2019-01,Florida,0,5,5,Five people were shot and wounded around 3am local time at the University Village Shopping Center.
440,2017-07,244.243,3.9675,4.3,6294.674,13999.9,13198.3,7.6,2020-06,California,1,4,5,One person was killed and four people were wounded near a house party after an altercation escalated.
440,2017-07,244.243,3.9675,4.3,6294.674,13999.9,13198.3,7.6,2021-05,Louisiana,0,8,8,Eight people were wounded in an evening shooting while standing outside a vacant hotel.
